,Customer_ID,customer_name,product_group,product_family,Product_ID,product_name,Month,ARR,IsRecurring,currency,primary_key,Product_Join_Month,Product_Last_Month,Product_Churn_Month,Customer_Join_Month,customer_end_date,Customer_Churn_Month,segment_start_date,segment_end_date,ARR_BOP,arr_delta,Flag_New_Customer,Flag_Churn,Flag_Cross_Sell,Flag_Downgrade,existing_customer_flag,existing_product_flag,Flag_Upsell,Flag_Downsell,Delta_New_Customer,Delta_Churn,Delta_Cross_Sell,Delta_Downgrade,Delta_Upsell,Delta_Downsell,Customer_Cohort,Customer_Cohort_Year,Customer_Tenure,Customer_name,Product_family,Dimension1,Dimension2,Dimension3,NRR,GRR,GRR_reversed,NRR_reversed,EoP_reversed
11,CUST-00002,Customer 2,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2024-01-01,80021.66,1,EUR,1,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,0.0,80021.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80021.66,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024,0,,,France,Europe,Mid-Market,0.0,0.0,-0.0,-0.0,-80021.66
12,CUST-00002,Customer 2,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2024-02-01,74191.23,1,EUR,1,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,80021.66,-5830.430000000008,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5830.430000000008,2024-01-01,2024,1,,,France,Europe,Mid-Market,74191.23,74191.23,-74191.23,-74191.23,-74191.23
13,CUST-00002,Customer 2,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2024-03-01,79362.58,1,EUR,1,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,74191.23,5171.350000000006,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5171.350000000006,0.0,2024-01-01,2024,2,,,France,Europe,Mid-Market,79362.58,74191.23,-74191.23,-79362.58,-79362.58
14,CUST-00002,Customer 2,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2024-04-01,89352.8,1,EUR,1,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,79362.58,9990.220000000001,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9990.220000000001,0.0,2024-01-01,2024,3,,,France,Europe,Mid-Market,89352.8,79362.58,-79362.58,-89352.8,-89352.8
15,CUST-00002,Customer 2,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2024-05-01,81760.47,1,EUR,1,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,89352.8,-7592.330000000002,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7592.330000000002,2024-01-01,2024,4,,,France,Europe,Mid-Market,81760.47,81760.47,-81760.47,-81760.47,-81760.47
16,CUST-00002,Customer 2,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2024-06-01,0.0,1,EUR,1,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,2024-06-01,2024-01-01,2024-05-01,81760.47,-81760.47,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,-81760.47,-0.0,-0.0,-0.0,-0.0,2024-01-01,2024,5,,,France,Europe,Mid-Market,0.0,0.0,-0.0,-0.0,-0.0
17,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2024-11-01,393486.59,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,0.0,393486.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393486.59,0.0,0.0,0.0,0.0,0.0,2024-11-01,2024,0,,,UK,Europe,Enterprise,0.0,0.0,-0.0,-0.0,-393486.59
18,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2024-12-01,361956.09,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,393486.59,-31530.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-31530.5,2024-11-01,2024,1,,,UK,Europe,Enterprise,361956.09,361956.09,-361956.09,-361956.09,-361956.09
19,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2025-01-01,402728.65,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,361956.09,40772.56,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40772.56,0.0,2024-11-01,2024,2,,,UK,Europe,Enterprise,402728.65,361956.09,-361956.09,-402728.65,-402728.65
20,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2025-02-01,419730.2,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,402728.65,17001.54999999999,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17001.54999999999,0.0,2024-11-01,2024,3,,,UK,Europe,Enterprise,419730.2,402728.65,-402728.65,-419730.2,-419730.2
21,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2025-03-01,393485.11,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,419730.2,-26245.090000000026,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-26245.090000000026,2024-11-01,2024,4,,,UK,Europe,Enterprise,393485.11,393485.11,-393485.11,-393485.11,-393485.11
22,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2025-04-01,369224.45,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,393485.11,-24260.659999999974,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-24260.659999999974,2024-11-01,2024,5,,,UK,Europe,Enterprise,369224.45,369224.45,-369224.45,-369224.45,-369224.45
23,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2025-05-01,382975.57,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,369224.45,13751.119999999995,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13751.119999999995,0.0,2024-11-01,2024,6,,,UK,Europe,Enterprise,382975.57,369224.45,-369224.45,-382975.57,-382975.57
24,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2025-06-01,366288.66,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,382975.57,-16686.910000000033,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-16686.910000000033,2024-11-01,2024,7,,,UK,Europe,Enterprise,366288.66,366288.66,-366288.66,-366288.66,-366288.66
25,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2025-07-01,428517.46,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,366288.66,62228.80000000005,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,62228.80000000005,0.0,2024-11-01,2024,8,,,UK,Europe,Enterprise,428517.46,366288.66,-366288.66,-428517.46,-428517.46
26,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2025-08-01,426076.42,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,428517.46,-2441.0400000000373,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2441.0400000000373,2024-11-01,2024,9,,,UK,Europe,Enterprise,426076.42,426076.42,-426076.42,-426076.42,-426076.42
27,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2025-09-01,425766.78,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,426076.42,-309.63999999995576,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-309.63999999995576,2024-11-01,2024,10,,,UK,Europe,Enterprise,425766.78,425766.78,-425766.78,-425766.78,-425766.78
28,CUST-00003,Customer 3,Analytics,Analytics - Dashboards,PROD-0002,Data Explorer,2025-10-01,0.0,1,AUD,2,2024-11-01,2025-09-01,2025-10-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-09-01,425766.78,-425766.78,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-425766.78,-0.0,-0.0,2024-11-01,2024,11,,,UK,Europe,Enterprise,0.0,0.0,-0.0,-0.0,-0.0
29,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2024-11-01,177046.19,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,0.0,177046.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177046.19,0.0,0.0,0.0,0.0,0.0,2024-11-01,2024,0,,,UK,Europe,Enterprise,0.0,0.0,-0.0,-0.0,-177046.19
30,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2024-12-01,212679.75,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,177046.19,35633.56,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35633.56,0.0,2024-11-01,2024,1,,,UK,Europe,Enterprise,212679.75,177046.19,-177046.19,-212679.75,-212679.75
31,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-01-01,210706.29,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,212679.75,-1973.4599999999919,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1973.4599999999919,2024-11-01,2024,2,,,UK,Europe,Enterprise,210706.29,210706.29,-210706.29,-210706.29,-210706.29
32,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-02-01,208862.91,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,210706.29,-1843.3800000000047,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1843.3800000000047,2024-11-01,2024,3,,,UK,Europe,Enterprise,208862.91,208862.91,-208862.91,-208862.91,-208862.91
33,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-03-01,188329.78,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,208862.91,-20533.130000000005,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-20533.130000000005,2024-11-01,2024,4,,,UK,Europe,Enterprise,188329.78,188329.78,-188329.78,-188329.78,-188329.78
34,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-04-01,178552.37,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,188329.78,-9777.410000000003,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9777.410000000003,2024-11-01,2024,5,,,UK,Europe,Enterprise,178552.37,178552.37,-178552.37,-178552.37,-178552.37
35,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-05-01,210678.39,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,178552.37,32126.02000000002,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32126.02000000002,0.0,2024-11-01,2024,6,,,UK,Europe,Enterprise,210678.39,178552.37,-178552.37,-210678.39,-210678.39
36,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-06-01,213379.04,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,210678.39,2700.649999999994,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2700.649999999994,0.0,2024-11-01,2024,7,,,UK,Europe,Enterprise,213379.04,210678.39,-210678.39,-213379.04,-213379.04
37,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-07-01,179638.6,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,213379.04,-33740.44,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-33740.44,2024-11-01,2024,8,,,UK,Europe,Enterprise,179638.6,179638.6,-179638.6,-179638.6,-179638.6
38,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-08-01,195321.42,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,179638.6,15682.820000000007,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15682.820000000007,0.0,2024-11-01,2024,9,,,UK,Europe,Enterprise,195321.42,179638.6,-179638.6,-195321.42,-195321.42
39,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-09-01,178994.54,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,195321.42,-16326.880000000005,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-16326.880000000005,2024-11-01,2024,10,,,UK,Europe,Enterprise,178994.54,178994.54,-178994.54,-178994.54,-178994.54
40,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-10-01,206079.07,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,178994.54,27084.53,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27084.53,0.0,2024-11-01,2024,11,,,UK,Europe,Enterprise,206079.07,178994.54,-178994.54,-206079.07,-206079.07
41,CUST-00003,Customer 3,Automation,Automation - RPA,PROD-0005,Process Bot,2025-11-01,0.0,1,AUD,3,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-10-01,206079.07,-206079.07,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,-206079.07,-0.0,-0.0,-0.0,-0.0,2024-11-01,2024,12,,,UK,Europe,Enterprise,0.0,0.0,-0.0,-0.0,-0.0
42,CUST-00003,Customer 3,Security,Security - Compliance,PROD-0001,Identity Manager,2024-11-01,169626.87,1,AUD,4,2024-11-01,2025-02-01,2025-03-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-02-01,0.0,169626.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169626.87,0.0,0.0,0.0,0.0,0.0,2024-11-01,2024,0,,,UK,Europe,Enterprise,0.0,0.0,-0.0,-0.0,-169626.87
43,CUST-00003,Customer 3,Security,Security - Compliance,PROD-0001,Identity Manager,2024-12-01,163985.73,1,AUD,4,2024-11-01,2025-02-01,2025-03-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-02-01,169626.87,-5641.139999999985,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5641.139999999985,2024-11-01,2024,1,,,UK,Europe,Enterprise,163985.73,163985.73,-163985.73,-163985.73,-163985.73
44,CUST-00003,Customer 3,Security,Security - Compliance,PROD-0001,Identity Manager,2025-01-01,190162.54,1,AUD,4,2024-11-01,2025-02-01,2025-03-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-02-01,163985.73,26176.809999999998,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26176.809999999998,0.0,2024-11-01,2024,2,,,UK,Europe,Enterprise,190162.54,163985.73,-163985.73,-190162.54,-190162.54
45,CUST-00003,Customer 3,Security,Security - Compliance,PROD-0001,Identity Manager,2025-02-01,190074.73,1,AUD,4,2024-11-01,2025-02-01,2025-03-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-02-01,190162.54,-87.80999999999767,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-87.80999999999767,2024-11-01,2024,3,,,UK,Europe,Enterprise,190074.73,190074.73,-190074.73,-190074.73,-190074.73
46,CUST-00003,Customer 3,Security,Security - Compliance,PROD-0001,Identity Manager,2025-03-01,0.0,1,AUD,4,2024-11-01,2025-02-01,2025-03-01,2024-11-01,2025-10-01,2025-11-01,2024-11-01,2025-02-01,190074.73,-190074.73,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-190074.73,-0.0,-0.0,2024-11-01,2024,4,,,UK,Europe,Enterprise,0.0,0.0,-0.0,-0.0,-0.0
47,CUST-00004,Customer 4,Security,Security - Compliance,PROD-0003,Threat Detection,2024-01-01,124995.14,1,USD,5,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,0.0,124995.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124995.14,0.0,0.0,0.0,0.0,0.0,2024-01-01,2024,0,,,Japan,APAC,Enterprise,0.0,0.0,-0.0,-0.0,-124995.14
48,CUST-00004,Customer 4,Security,Security - Compliance,PROD-0003,Threat Detection,2024-02-01,126957.21,1,USD,5,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,124995.14,1962.070000000007,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1962.070000000007,0.0,2024-01-01,2024,1,,,Japan,APAC,Enterprise,126957.21,124995.14,-124995.14,-126957.21,-126957.21
49,CUST-00004,Customer 4,Security,Security - Compliance,PROD-0003,Threat Detection,2024-03-01,135851.86,1,USD,5,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,126957.21,8894.64999999998,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8894.64999999998,0.0,2024-01-01,2024,2,,,Japan,APAC,Enterprise,135851.86,126957.21,-126957.21,-135851.86,-135851.86
50,CUST-00004,Customer 4,Security,Security - Compliance,PROD-0003,Threat Detection,2024-04-01,134970.53,1,USD,5,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,135851.86,-881.3299999999872,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-881.3299999999872,2024-01-01,2024,3,,,Japan,APAC,Enterprise,134970.53,134970.53,-134970.53,-134970.53,-134970.53
51,CUST-00004,Customer 4,Security,Security - Compliance,PROD-0003,Threat Detection,2024-05-01,130653.39,1,USD,5,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,134970.53,-4317.139999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4317.139999999999,2024-01-01,2024,4,,,Japan,APAC,Enterprise,130653.39,130653.39,-130653.39,-130653.39,-130653.39
52,CUST-00004,Customer 4,Security,Security - Compliance,PROD-0003,Threat Detection,2024-06-01,129027.51,1,USD,5,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,2024-12-01,2024-01-01,2024-11-01,130653.39,-1625.8800000000047,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1625.8800000000047,2024-01-01,2024,5,,,Japan,APAC,Enterprise,129027.51,129027.51,-129027.51,-129027.51,-129027.51
